time,joint0,joint1,joint2,joint3,joint4,joint5,joint6,joint7
1.066666670000000067e-01,5.703049636806703404e+00,3.373846661655719448e+00,-6.831626572488399773e+00,-2.216069143418060605e+01,-2.054096756248264555e+01,8.357974716335846432e-01,3.422327052226037836e+01,4.519370536291524587e+01
1.083333330000000039e-01,5.546494655077782276e+00,3.768061175198994306e+00,-6.147632989797584990e+00,-2.204961360127494174e+01,-2.161514284476802317e+01,-3.953648250454249169e-01,3.287670434142326314e+01,4.452124754769980797e+01
1.100000000000000006e-01,5.385359846951281781e+00,4.162126027797063088e+00,-5.446854993185083593e+00,-2.187756685308642801e+01,-2.264151650246138558e+01,-1.630472670957797021e+00,3.146592429621582099e+01,4.373769872345204135e+01
1.116666669999999972e-01,5.220168222663797764e+00,4.555067764945397002e+00,-4.731429387932023722e+00,-2.164475681255349926e+01,-2.361595777238735039e+01,-2.868343825908478362e+00,2.999451396469219233e+01,4.285071960699090710e+01
1.133333329999999944e-01,5.051356756748322852e+00,4.945814493819405300e+00,-4.003573642736888871e+00,-2.135175661888208865e+01,-2.453428813937329878e+01,-4.107835701038216492e+00,2.846560020812551528e+01,4.186735527203263274e+01
1.150000000000000050e-01,4.879123315877528455e+00,5.333240547532779097e+00,-3.265474115105729602e+00,-2.099955479966405747e+01,-2.539244307426292124e+01,-5.347480385772556133e+00,2.688180299184343980e+01,4.079396594705679036e+01
1.166666670000000017e-01,4.703460462064316339e+00,5.716211169571843165e+00,-2.519250311465642600e+00,-2.058959904396430929e+01,-2.618645967889681003e+01,-6.585381392409860091e+00,2.524524070634427986e+01,3.963624864838959638e+01
1.183333329999999989e-01,4.524203217677728261e+00,6.093578112331393015e+00,-1.766938313691050144e+00,-2.012372901890440957e+01,-2.691260982518115696e+01,-7.819192963919418204e+00,2.355774755823697575e+01,3.839930849125485679e+01
1.199999999999999956e-01,4.340996283836661362e+00,6.464151662773400808e+00,-1.010527880430778680e+00,-1.960411888413063508e+01,-2.756751158723520234e+01,-9.046120712257943453e+00,2.182111812976570064e+01,3.708752695739196525e+01
1.216666670000000061e-01,4.153375876790283527e+00,6.826694469743676663e+00,-2.520330119590087903e-01,-1.903323513356653152e+01,-2.814814716362478464e+01,-1.026293504198448758e+01,2.003719759919252397e+01,3.570474608830034668e+01
1.233333330000000033e-01,3.960858352363342938e+00,7.179890649648167589e+00,5.064852047853317663e-01,-1.841384665624782713e+01,-2.865187390224534525e+01,-1.146595322624728119e+01,1.820802855547747612e+01,3.425434373264305776e+01
1.250000000000000000e-01,3.763012232125191758e+00,7.522429258836697663e+00,1.262978712499862377e+00,-1.774903419597353604e+01,-2.907647881066741746e+01,-1.265107371710286621e+01,1.633599583720967985e+01,3.273940641964379239e+01
1.266666670000000106e-01,3.559570734487247812e+00,7.853111664537069991e+00,2.015371853970948202e+00,-1.704211716419527889e+01,-2.942024336081989233e+01,-1.381385724715529584e+01,1.442385944181795310e+01,3.116282158348028020e+01
1.283333329999999939e-01,3.350527140311744478e+00,8.170807262328061427e+00,2.761590154366441840e+00,-1.629666179812114279e+01,-2.968199471746948248e+01,-1.494949935140174624e+01,1.247482500042482911e+01,2.952733091502346596e+01
1.300000000000000044e-01,3.136130579328662016e+00,8.474407655174053033e+00,3.499550795400334202e+00,-1.551640411920596740e+01,-2.986111770629212359e+01,-1.605285308603249916e+01,1.049258514828999012e+01,2.783544258166194751e+01
1.316666669999999872e-01,2.916660484555373856e+00,8.762810386246094652e+00,4.227183726688791054e+00,-1.470519173070909602e+01,-2.995754686737362960e+01,-1.711857493570538580e+01,8.481323068512347518e+00,2.608967394599727641e+01
1.333333329999999983e-01,2.692405226814256647e+00,9.034930300786674806e+00,4.942482511522542588e+00,-1.386695894405636764e+01,-2.997173653762218493e+01,-1.814122507133675910e+01,6.445718540898463189e+00,2.429280680779590895e+01
1.350000000000000089e-01,2.463721793189923570e+00,9.289633826797338401e+00,5.643524023328560624e+00,-1.300564867253144108e+01,-2.990465456744489359e+01,-1.911540885990272187e+01,4.390904370712344296e+00,2.244797038887834262e+01
1.366666669999999917e-01,2.231007877740991852e+00,9.525740631252247681e+00,6.328442863991638134e+00,-1.212513226813329936e+01,-2.975781421825047346e+01,-2.003589566168569291e+01,2.322457000746183997e+00,2.055863153955833411e+01
1.383333330000000028e-01,1.994772246733806931e+00,9.742097452623196929e+00,6.995482771541927214e+00,-1.122915694393975627e+01,-2.953332360494909281e+01,-2.089773042774700684e+01,2.464012974847480386e-01,1.862864540757065512e+01
1.400000000000000133e-01,1.755650524149966696e+00,9.937649114936066397e+00,7.642961170314867658e+00,-1.032128295188723399e+01,-2.923386773825478713e+01,-2.169636490651432936e+01,-1.830801884815381531e+00,1.666222101719012016e+01
1.416666669999999961e-01,1.514123800231406580e+00,1.011141567624249760e+01,8.269218493254308910e+00,-9.404907985729691333e+00,-2.886261487054934705e+01,-2.242773208859030021e+01,-3.902223711362750258e+00,1.466401513048159266e+01
1.433333330000000072e-01,1.270463699341529917e+00,1.026248514839580217e+01,8.872592814145846773e+00,-8.483237127388141730e+00,-2.842312055363320766e+01,-2.308838880766283452e+01,-5.960466554704645148e+00,1.263921257500272510e+01
1.449999999999999900e-01,1.024829052372542959e+00,1.038998220104018344e+01,9.451451220315783885e+00,-7.559216611352001181e+00,-2.791926932974760334e+01,-2.367564129118821725e+01,-7.997667866082720955e+00,1.059352492311316851e+01
1.466666670000000006e-01,7.773617720161143385e-01,1.049307077994489745e+01,1.000424540039880306e+01,-6.635554533183951165e+00,-2.735524969803021733e+01,-2.418753635920909062e+01,-1.000562714761400862e+01,8.533219720776363815e+00
1.483333330000000116e-01,5.282167030079730763e-01,1.057101341050926280e+01,1.052957510571861732e+01,-5.714779534340888922e+00,-2.673555680594180117e+01,-2.462283688902352097e+01,-1.197587000702333881e+01,6.465240488368104721e+00
1.499999999999999944e-01,2.776492330921786489e-01,1.062319466735856288e+01,1.102615681395823799e+01,-4.799259420753895000e+00,-2.606488296972911556e+01,-2.498104964312812371e+01,-1.389972898510707466e+01,4.397121066934015943e+00
1.516666670000000050e-01,2.608065953089760969e-02,1.064911502232201634e+01,1.149281013861852507e+01,-3.891220763627581292e+00,-2.534800709588370538e+01,-2.526238391784071524e+01,-1.576860620998154872e+01,2.336974542675153366e+00
1.533333329999999883e-01,-2.258870758852571936e-01,1.064840098760184084e+01,1.192845454943732975e+01,-2.992697718380320726e+00,-2.458969752489409899e+01,-2.546774939341504407e+01,-1.757408655263101593e+01,2.933881344838744631e-01
1.549999999999999989e-01,-4.774337731423333731e-01,1.062081131379895638e+01,1.233220073136373074e+01,-2.105505483937178290e+00,-2.379473849206690872e+01,-2.559869931209286875e+01,-1.930809572593971168e+01,-1.724804018260195138e+00
1.566666670000000094e-01,-7.274575956149097467e-01,1.056623389572236960e+01,1.270337577176752575e+01,-1.231242358338900722e+00,-2.296785730044525309e+01,-2.565738176928532965e+01,-2.096301731217271680e+01,-3.708435228460481348e+00
1.583333329999999928e-01,-9.746840849825280095e-01,1.048468940599335575e+01,1.304149540667021334e+01,-3.712812428603795567e-01,-2.211358821656031992e+01,-2.564652671225872282e+01,-2.253194251952808358e+01,-5.648333589162533031e+00
1.600000000000000033e-01,-1.217944184527590901e+00,1.037635175456613190e+01,1.334631205380500063e+01,4.732414655179663088e-01,-2.123624127641506476e+01,-2.556944070946806491e+01,-2.400883879529204279e+01,-7.535625907246217281e+00
1.616666669999999861e-01,-1.456596229853676316e+00,1.024153592298493720e+01,1.361776082009956212e+01,1.301385941575701199e+00,-2.033988993412134505e+01,-2.542992949326739094e+01,-2.538858471767105485e+01,-9.361900193478701837e+00
1.633333329999999972e-01,-1.690535981871059690e+00,1.008073549475792063e+01,1.385598290628949769e+01,2.112397783090482317e+00,-1.942834719189574244e+01,-2.523219704722539092e+01,-2.666702403557457757e+01,-1.111938268080453440e+01
1.650000000000000078e-01,-1.920104553726404983e+00,9.894652724279117351e+00,1.406133100695705984e+01,2.905676696325527608e+00,-1.850514126591305697e+01,-2.498070805798888117e+01,-2.784105960757808518e+01,-1.280110754572729093e+01
1.666666669999999906e-01,-2.145980675480452682e+00,9.684232880311132163e+00,1.423431634603133844e+01,3.680663042351183023e+00,-1.757346475939017338e+01,-2.467999226170705640e+01,-2.890880356543409135e+01,-1.440088571325357414e+01
1.683333330000000017e-01,-2.369070709664852448e+00,9.450609656773982792e+00,1.437557471785696883e+01,4.436874765103535623e+00,-1.663612129083067259e+01,-2.433454732328078762e+01,-2.986958227402123356e+01,-1.591334987936778589e+01
1.700000000000000122e-01,-2.590400319735912227e+00,9.195022267269607141e+00,1.448582939090821320e+01,5.173919879958512880e+00,-1.569550996727705083e+01,-2.394878528399216577e+01,-3.072383239766736551e+01,-1.733410310811002120e+01
1.716666669999999950e-01,-2.811006225116294832e+00,8.918780298840811582e+00,1.456586599799461546e+01,5.891448990876437364e+00,-1.475362332418490574e+01,-2.352691221979292280e+01,-3.147307987188122169e+01,-1.865980700867816111e+01
1.733333330000000061e-01,-3.031812037447116026e+00,8.623252120980739122e+00,1.461650978196741768e+01,6.589182929678656819e+00,-1.381203743445418475e+01,-2.307288303263571194e+01,-3.211987432055171610e+01,-1.988814290703280463e+01
1.749999999999999889e-01,-3.253450615943650703e+00,8.309769046316343832e+00,1.463860474379201371e+01,7.266893817802985822e+00,-1.287201351682441341e+01,-2.259036954904095751e+01,-3.266757658319742319e+01,-2.101784492483544398e+01
1.766666669999999995e-01,-3.476138979309655319e+00,7.979581543525138265e+00,1.463301502422369360e+01,7.924396201489689595e+00,-1.193451176608356334e+01,-2.208265015168413470e+01,-3.312018155529599994e+01,-2.204877224545512604e+01
1.783333330000000105e-01,-3.699533885066931482e+00,7.633901821480113092e+00,1.460062397402945322e+01,8.561514594358635932e+00,-1.100021266662733233e+01,-2.155258135115867901e+01,-3.348215236376866955e+01,-2.298192427557744821e+01
1.799999999999999933e-01,-3.922510760228194115e+00,7.273881785232322095e+00,1.454228398774974984e+01,9.178093475364711651e+00,-1.006954367036122733e+01,-2.100258979566201134e+01,-3.375828476139656686e+01,-2.381935677445601129e+01
1.816666670000000039e-01,-4.143212655214531637e+00,6.900687469708066679e+00,1.445881885655644439e+01,9.773987205292574032e+00,-9.142768276089565660e+00,-2.043467551047547914e+01,-3.395359375061869400e+01,-2.456418586600251430e+01
1.833333329999999872e-01,-4.359313405581277223e+00,6.515487072985848727e+00,1.435105952647598393e+01,1.034902308327266951e+01,-8.220083507838179315e+00,-1.985043564586303688e+01,-3.407316577588578355e+01,-2.522040478145108366e+01
1.849999999999999978e-01,-4.568596370740491963e+00,6.119492192671907027e+00,1.421985019401525285e+01,1.090296963570370714e+01,-7.301713796842712156e+00,-1.925111950092513879e+01,-3.412202341592178101e+01,-2.579264442571830784e+01
1.866666670000000083e-01,-4.769010092288342051e+00,5.713911884961306420e+00,1.406604383536411973e+01,1.143551150029288266e+01,-6.387941471111926894e+00,-1.863771426605948989e+01,-3.410506527496827545e+01,-2.628592378979237409e+01
1.883333329999999917e-01,-4.958582192072212180e+00,5.300029724705542122e+00,1.389051109607063417e+01,1.194620878263247477e+01,-5.479117809583321730e+00,-1.801100199203944996e+01,-3.402700785623046187e+01,-2.670543222191046695e+01
1.900000000000000022e-01,-5.135413792608566119e+00,4.879175480873278126e+00,1.369415997504718341e+01,1.243449900477123649e+01,-4.575713607844853925e+00,-1.737161207977938204e+01,-3.389223248157903612e+01,-2.705635288883016543e+01
1.916666670000000128e-01,-5.297783365411538270e+00,4.452783729504368182e+00,1.347789634220540478e+01,1.289971259707225215e+01,-3.678292840040178202e+00,-1.672008322187217644e+01,-3.370478626684952417e+01,-2.734373484276591881e+01
1.933333329999999961e-01,-5.444284693252066099e+00,4.022335002353141675e+00,1.324257697107707976e+01,1.334110772861955851e+01,-2.787519544433424645e+00,-1.605691093988193785e+01,-3.346830801446924397e+01,-2.757238278446632052e+01
1.950000000000000067e-01,-5.573805559993394887e+00,3.589260753034698048e+00,1.298903912167644847e+01,1.375792604509141448e+01,-1.904163275365589714e+00,-1.538262561017257823e+01,-3.318600755685447723e+01,-2.774677439841796556e+01
1.966666669999999895e-01,-5.685485897396995725e+00,3.155030067169746655e+00,1.271810219065755021e+01,1.414939493571612772e+01,-1.029099228961018131e+00,-1.469782128093637574e+01,-3.286071875675136766e+01,-2.787101681977990353e+01
1.983333330000000005e-01,-5.778633787804908550e+00,2.721158083125361227e+00,1.243054763511434935e+01,1.451473943175519743e+01,-1.632714930844160195e-01,-1.400313933121801746e+01,-3.249497475909982569e+01,-2.794881664087617423e+01
2.000000000000000111e-01,-5.852700347285367144e+00,2.289124289539785195e+00,1.212714210646744739e+01,1.485319730995719034e+01,6.922897389071727137e-01,-1.329925954617030293e+01,-3.209102496132034332e+01,-2.798347315648498324e+01
2.016666669999999939e-01,-5.907232226366979866e+00,1.860388908993181545e+00,1.180865714491643992e+01,1.516399456661068079e+01,1.536489952080307031e+00,-1.258689406383827780e+01,-3.165093758280032432e+01,-2.797790743639233568e+01
2.033333330000000050e-01,-5.941802997858295576e+00,1.436445814860194847e+00,1.147589910446355077e+01,1.544640028630193562e+01,2.368145449711698269e+00,-1.186686866709552746e+01,-3.117661274418208706e+01,-2.793469735062757309e+01
2.049999999999999878e-01,-5.956081979433244911e+00,1.018610079677186420e+00,1.112968853049314433e+01,1.569974834703590361e+01,3.185996954763520073e+00,-1.114013306535838055e+01,-3.066977211116719459e+01,-2.785612108922039454e+01
2.066666669999999983e-01,-5.950094663420763652e+00,6.080425523198550453e-01,1.077087287725657561e+01,1.592341495388422778e+01,3.988762821285077642e+00,-1.040772145914347746e+01,-3.013203740528591368e+01,-2.774419705643552803e+01
2.083333330000000094e-01,-5.924293227640637483e+00,2.057663817308241216e-01,1.040032737129141083e+01,1.611687513280071826e+01,4.775135888984301857e+00,-9.670781658722418683e+00,-2.956501938220996095e+01,-2.760073403499024636e+01
2.099999999999999922e-01,-5.879595518528492271e+00,-1.873726030863352154e-01,1.001893295376392068e+01,1.627971279064015775e+01,5.543778518812778167e+00,-8.930556771725013832e+00,-2.897027572897524905e+01,-2.742742113281559568e+01
2.116666670000000028e-01,-5.817352507811695439e+00,-5.706605299270639531e-01,9.627630745396389855e+00,1.641161253199740955e+01,6.293339295626356744e+00,-8.188354830432929887e+00,-2.834934141433174304e+01,-2.722591012458983428e+01
2.133333330000000139e-01,-5.739268766993102844e+00,-9.434173152749846247e-01,9.227438471303209155e+00,1.651243390659699273e+01,7.022485180888091705e+00,-7.445598534955837344e+00,-2.770380252100456886e+01,-2.699780882900519074e+01
2.149999999999999967e-01,-5.647179212458244280e+00,-1.304948258836704955e+00,8.819463268155427471e+00,1.658221074594931821e+01,7.729964530891225927e+00,-6.703810184033990538e+00,-2.703529910881418630e+01,-2.674470730796351603e+01
2.166666670000000072e-01,-5.543388671314700922e+00,-1.654678407120742545e+00,8.404868973459999282e+00,1.662114021481221471e+01,8.414616640756243271e+00,-5.964611187087845323e+00,-2.634551104739257710e+01,-2.646826641400112123e+01
2.183333329999999906e-01,-5.431031452603674481e+00,-1.992271969706437051e+00,7.984764015400518389e+00,1.662958042802326020e+01,9.075467127706662751e+00,-5.229679864721943794e+00,-2.563619761751122184e+01,-2.617023072190502120e+01
2.200000000000000011e-01,-5.314032284428236608e+00,-2.317566193148203890e+00,7.560154575260902732e+00,1.660804862854147146e+01,9.711819820370816814e+00,-4.500760224651838115e+00,-2.490928340223657145e+01,-2.585235774790286101e+01
2.216666670000000117e-01,-5.196447222909596597e+00,-2.630519648643356412e+00,7.132059403949476462e+00,1.655723047280330107e+01,1.032323700730369964e+01,-3.779664633037094656e+00,-2.416685539022300233e+01,-2.551643587741973818e+01
2.233333329999999950e-01,-5.081815546843035492e+00,-2.931275051338846804e+00,6.701483124273061698e+00,1.647800026919147598e+01,1.090958103835169268e+01,-3.068244557713676102e+00,-2.341117930024291738e+01,-2.516421167915999035e+01
2.250000000000000056e-01,-4.972998324247232205e+00,-3.220132798368257721e+00,6.269421485795984239e+00,1.637144038635649679e+01,1.147101247832532955e+01,-2.368359180924450857e+00,-2.264464671770370430e+01,-2.479739163636629584e+01
2.266666669999999884e-01,-4.872039117876190595e+00,-3.497510211530511892e+00,5.836788349873857307e+00,1.623886217640906438e+01,1.200804454759529882e+01,-1.681813266288393560e+00,-2.186973130151560341e+01,-2.441776580709136013e+01
2.283333329999999994e-01,-4.780393652426003115e+00,-3.763889056692543811e+00,5.404451042235042912e+00,1.608179968133057969e+01,1.252153272486830993e+01,-1.010339919735892877e+00,-2.108901248710921905e+01,-2.402722307722850559e+01
2.300000000000000100e-01,-4.698981981493425941e+00,-4.019774992942094727e+00,4.973171945822837614e+00,1.590192062943104112e+01,1.301276323851511485e+01,-3.555283646145003806e-01,-2.030513704162592248e+01,-2.362768510332475458e+01
2.316666669999999928e-01,-4.628047166778330279e+00,-4.265614299950012622e+00,4.543587553652334243e+00,1.570104857903965190e+01,1.348340590313357445e+01,2.811809668788741723e-01,-1.952078456459009104e+01,-2.322114061534098894e+01
2.333333330000000039e-01,-4.567188674766385681e+00,-4.501807562554417608e+00,4.116227924106765634e+00,1.548119006792859942e+01,1.393548853747067895e+01,8.985287608927351455e-01,-1.873862909222046369e+01,-2.280976102316787291e+01
2.349999999999999867e-01,-4.515569106059468041e+00,-4.728905233967289234e+00,3.691484547163172092e+00,1.524453936771874929e+01,1.437139524085771214e+01,1.495499093492792309e+00,-1.796130812857618508e+01,-2.239580659708006038e+01
2.366666669999999972e-01,-4.471998460975338929e+00,-4.947600735816658712e+00,3.269597491084069496e+00,1.499347578698570693e+01,1.479377900437459381e+01,2.071394852780429119e+00,-1.719132976781022037e+01,-2.198156902439616545e+01
2.383333330000000083e-01,-4.435023995197392210e+00,-5.158666082079031767e+00,2.850657999919250507e+00,1.473048677340104362e+01,1.520553962834850381e+01,2.625961627218326377e+00,-1.643098196971218528e+01,-2.156936457082938929e+01
2.399999999999999911e-01,-4.402995930348089004e+00,-5.362995665638693232e+00,2.434580889910751278e+00,1.445806765728057641e+01,1.560982862062512311e+01,3.159483410724325925e+00,-1.568229741519697384e+01,-2.116150014553326741e+01
2.416666670000000017e-01,-4.374080748373901706e+00,-5.561534222697040342e+00,2.021040100558707309e+00,1.417869268244876757e+01,1.601002176433148350e+01,3.672830260192428753e+00,-1.494704432234721736e+01,-2.076021253672013600e+01
2.433333330000000128e-01,-4.346246376116294385e+00,-5.755218769297593795e+00,1.609408996100056610e+00,1.389475276732996001e+01,1.640964399916786931e+01,4.167563157880818991e+00,-1.422661852845215513e+01,-2.036759555268519861e+01
2.449999999999999956e-01,-4.317297232186763978e+00,-5.945034667678955387e+00,1.198748339166809895e+00,1.360854258699836983e+01,1.681224087068128625e+01,4.646007035534585938e+00,-1.352202760145946314e+01,-1.998554177756284744e+01
2.466666670000000061e-01,-4.284908627707050499e+00,-6.131947590055949249e+00,7.878181052150293739e-01,1.332222611798588296e+01,1.722117943619933911e+01,5.111359433139826436e+00,-1.283380161728427105e+01,-1.961569045748189311e+01
2.483333329999999894e-01,-4.246703371273777172e+00,-6.316797682517908186e+00,3.751109539646952373e-01,1.303765495780443828e+01,1.763944915491771326e+01,5.567744179082517952e+00,-1.216187607631892753e+01,-1.925935756437468882e+01
2.500000000000000000e-01,-4.200294623182548648e+00,-6.500195050728606816e+00,-4.096781223175582909e-02,1.275624779597930392e+01,1.806944070673092995e+01,6.020012817282595741e+00,-1.150540481642949331e+01,-1.891737011187085571e+01
2.516666670000000106e-01,-4.143394204789514035e+00,-6.682392967511178838e+00,-4.618795608784667106e-01,1.247887912302762103e+01,1.851271207098846361e+01,6.473484082364927339e+00,-1.086249809072760542e+01,-1.858976250544030151e+01
2.533333340000000211e-01,-4.073987331427971093e+00,-6.863082963494520072e+00,-8.887325637718536120e-01,1.220573264159400040e+01,1.896975174285221399e+01,6.933687980301781906e+00,-1.023007789687360081e+01,-1.827557287426039778e+01
2.550000000000000044e-01,-3.990411091779618946e+00,-7.041368413961162531e+00,-1.322125655739398109e+00,1.193618672288311444e+01,1.943979573954353057e+01,7.406107634391817740e+00,-9.603918931624022548e+00,-1.797285795289357324e+01
2.566666670000000150e-01,-3.891387868317478294e+00,-7.216254815709540971e+00,-1.762250506423194585e+00,1.166890478801082942e+01,1.992086875607181895e+01,7.895919722816275410e+00,-8.978952571919295522e+00,-1.767885596831937889e+01
2.583333340000000256e-01,-3.776060345765706039e+00,-7.386748714307351804e+00,-2.209044821049340079e+00,1.140197528784317704e+01,2.040984642327546439e+01,8.407726447792217783e+00,-8.349633282056664996e+00,-1.739017427221682865e+01
2.600000000000000089e-01,-3.643895305226011239e+00,-7.551974605324582868e+00,-2.662384325134127039e+00,1.113304836790558028e+01,2.090272414161171710e+01,8.945281985031643401e+00,-7.710301140654297392e+00,-1.710297134209811176e+01
2.616666670000000194e-01,-3.494318913068446442e+00,-7.711205255900333455e+00,-3.122101022464634390e+00,1.085947154974019213e+01,2.139509740200039900e+01,9.511256734284781800e+00,-7.055507180808315404e+00,-1.681313212884791497e+01
2.633333340000000300e-01,-3.327050198779318180e+00,-7.863787384883251796e+00,-3.587936120568040010e+00,1.057841720146271491e+01,2.188216782261818594e+01,1.010721334772788182e+01,-6.380164105268406161e+00,-1.651643047828915911e+01
2.650000000000000133e-01,-3.141849900956351860e+00,-8.009050754390418803e+00,-4.059444609112744295e+00,1.028698018430812411e+01,2.235884608765720216e+01,1.073374370076308537e+01,-5.679562065835777496e+00,-1.620865437247491769e+01
2.666666670000000239e-01,-2.938846051870049436e+00,-8.146220790427054936e+00,-4.536002845770830127e+00,9.982273841969933059e+00,2.281988346762822673e+01,1.139054735010744501e+01,-4.949399999331165034e+00,-1.588559387961475444e+01
2.683333340000000344e-01,-2.718713921733301841e+00,-8.274367736976069310e+00,-5.016859822398529012e+00,9.661531594216219432e+00,2.325996067040698634e+01,1.207649755900078148e+01,-4.185839899186962754e+00,-1.554315429985624419e+01
2.700000000000000178e-01,-2.482656304781245993e+00,-8.392466788797849020e+00,-5.501138656687009743e+00,9.322144258802939731e+00,2.367376345975965535e+01,1.278977336356347294e+01,-3.385427177177608549e+00,-1.517749172814295022e+01
